,createDt,deathCnt,defCnt,gubun,gubunCn,gubunEn,incDec,isolClearCnt,localOccCnt,overFlowCnt,qurRate,seq,stdDay,updateDt
265,2020-03-28 09:00:00.000,0,168,검역,隔離區,Lazaretto,24,1,0,24,0.00,1293,2020년 03월 28일 00시,2021-09-16 10:11:33.897
266,2020-03-27 09:00:00.000,139,9332,합계,合计,Total,91,4367,57,34,18.00,1292,2020년 03월 27일 00시,2021-09-16 10:11:33.897
267,2020-03-27 09:00:00.000,0,372,서울,首尔,Seoul,12,85,4,8,3.82,1291,2020년 03월 27일 00시,2021-09-16 10:11:33.897
268,2020-03-27 09:00:00.000,2,113,부산,釜山,Busan,1,80,0,1,3.31,1290,2020년 03월 27일 00시,2021-09-16 10:11:33.897
269,2020-03-27 09:00:00.000,98,6516,대구,大邱,Daegu,34,3218,34,0,267.43,1289,2020년 03월 27일 00시,2021-09-16 10:11:33.897
270,2020-03-27 09:00:00.000,0,46,인천,仁川,Incheon,3,11,0,3,1.56,1288,2020년 03월 27일 00시,2021-09-16 10:11:33.897
271,2020-03-27 09:00:00.000,0,20,광주,光州,Gwangju,1,11,0,1,1.37,1287,2020년 03월 27일 00시,2021-09-16 10:11:33.897
272,2020-03-27 09:00:00.000,0,31,대전,大田,Daejeon,1,9,0,1,2.10,1286,2020년 03월 27일 00시,2021-09-16 10:11:33.897
273,2020-03-27 09:00:00.000,0,39,울산,蔚山,Ulsan,2,18,0,2,3.40,1285,2020년 03월 27일 00시,2021-09-16 10:11:33.897
274,2020-03-27 09:00:00.000,0,44,세종,世宗,Sejong,0,6,0,0,12.85,1284,2020년 03월 27일 00시,2021-09-16 10:11:33.897
275,2020-03-27 09:00:00.000,4,412,경기,京畿,Gyeonggi-do,11,126,9,2,3.11,1283,2020년 03월 27일 00시,2021-09-16 10:11:33.897
276,2020-03-27 09:00:00.000,1,31,강원,江原,Gangwon-do,0,18,0,0,2.01,1282,2020년 03월 27일 00시,2021-09-16 10:11:33.897
277,2020-03-27 09:00:00.000,0,41,충북,忠北,Chungcheongbuk-do,2,16,1,1,2.56,1281,2020년 03월 27일 00시,2021-09-16 10:11:33.897
278,2020-03-27 09:00:00.000,0,124,충남,忠南,Chungcheongnam-do,0,76,0,0,5.84,1280,2020년 03월 27일 00시,2021-09-16 10:11:33.897
279,2020-03-27 09:00:00.000,0,10,전북,全北,Jeollabuk-do,0,7,0,0,0.55,1279,2020년 03월 27일 00시,2021-09-16 10:11:33.897
280,2020-03-27 09:00:00.000,0,8,전남,全南,Jeollanam-do,0,3,0,0,0.43,1278,2020년 03월 27일 00시,2021-09-16 10:11:33.897
281,2020-03-27 09:00:00.000,34,1283,경북,庆北,Gyeongsangbuk-do,9,620,9,0,48.19,1277,2020년 03월 27일 00시,2021-09-16 10:11:33.897
282,2020-03-27 09:00:00.000,0,91,경남,庆南,Gyeongsangnam-do,1,59,0,1,2.71,1276,2020년 03월 27일 00시,2021-09-16 10:11:33.897
283,2020-03-27 09:00:00.000,0,7,제주,济州,Jeju,1,3,0,1,1.04,1275,2020년 03월 27일 00시,2021-09-16 10:11:33.897
284,2020-03-27 09:00:00.000,0,144,검역,隔離區,Lazaretto,13,1,0,13,0.00,1274,2020년 03월 27일 00시,2021-09-16 10:11:33.897
285,2020-03-26 09:00:00.000,131,9241,합계,合计,Total,104,4001,56,48,17.82,1273,2020년 03월 26일 00시,2021-09-16 10:11:33.897
286,2020-03-26 09:00:00.000,0,360,서울,首尔,Seoul,13,77,4,9,3.70,1272,2020년 03월 26일 00시,2021-09-16 10:11:33.897
287,2020-03-26 09:00:00.000,2,112,부산,釜山,Busan,0,75,0,0,3.28,1271,2020년 03월 26일 00시,2021-09-16 10:11:33.897
288,2020-03-26 09:00:00.000,94,6482,대구,大邱,Daegu,26,2945,26,0,266.04,1270,2020년 03월 26일 00시,2021-09-16 10:11:33.897
289,2020-03-26 09:00:00.000,0,43,인천,仁川,Incheon,1,9,0,1,1.45,1269,2020년 03월 26일 00시,2021-09-16 10:11:33.897
290,2020-03-26 09:00:00.000,0,19,광주,光州,Gwangju,0,11,0,0,1.30,1268,2020년 03월 26일 00시,2021-09-16 10:11:33.897
291,2020-03-26 09:00:00.000,0,30,대전,大田,Daejeon,6,6,4,2,2.04,1267,2020년 03월 26일 00시,2021-09-16 10:11:33.897
292,2020-03-26 09:00:00.000,0,37,울산,蔚山,Ulsan,0,18,0,0,3.23,1266,2020년 03월 26일 00시,2021-09-16 10:11:33.897
293,2020-03-26 09:00:00.000,0,44,세종,世宗,Sejong,0,5,0,0,12.85,1265,2020년 03월 26일 00시,2021-09-16 10:11:33.897
294,2020-03-26 09:00:00.000,4,401,경기,京畿,Gyeonggi-do,14,115,10,4,3.03,1264,2020년 03월 26일 00시,2021-09-16 10:11:33.897
295,2020-03-26 09:00:00.000,1,31,강원,江原,Gangwon-do,0,16,0,0,2.01,1263,2020년 03월 26일 00시,2021-09-16 10:11:33.897
296,2020-03-26 09:00:00.000,0,39,충북,忠北,Chungcheongbuk-do,1,13,0,1,2.44,1262,2020년 03월 26일 00시,2021-09-16 10:11:33.897
297,2020-03-26 09:00:00.000,0,124,충남,忠南,Chungcheongnam-do,1,68,0,1,5.84,1261,2020년 03월 26일 00시,2021-09-16 10:11:33.897
298,2020-03-26 09:00:00.000,0,10,전북,全北,Jeollabuk-do,0,7,0,0,0.55,1260,2020년 03월 26일 00시,2021-09-16 10:11:33.897
299,2020-03-26 09:00:00.000,0,8,전남,全南,Jeollanam-do,0,3,0,0,0.43,1259,2020년 03월 26일 00시,2021-09-16 10:11:33.897
300,2020-03-26 09:00:00.000,30,1274,경북,庆北,Gyeongsangbuk-do,12,576,12,0,47.85,1258,2020년 03월 26일 00시,2021-09-16 10:11:33.897
301,2020-03-26 09:00:00.000,0,90,경남,庆南,Gyeongsangnam-do,0,54,0,0,2.68,1257,2020년 03월 26일 00시,2021-09-16 10:11:33.897
302,2020-03-26 09:00:00.000,0,6,제주,济州,Jeju,0,3,0,0,0.89,1256,2020년 03월 26일 00시,2021-09-16 10:11:33.897
303,2020-03-26 09:00:00.000,0,131,검역,隔離區,Lazaretto,30,0,0,30,0.00,1255,2020년 03월 26일 00시,2021-09-16 10:11:33.897
304,2020-03-25 09:00:00.000,126,9137,합계,合计,Total,100,3606,42,58,17.62,1254,2020년 03월 25일 00시,2021-09-16 10:11:33.897
305,2020-03-25 09:00:00.000,0,347,서울,首尔,Seoul,13,68,4,9,3.57,1253,2020년 03월 25일 00시,2021-09-16 10:11:33.897
306,2020-03-25 09:00:00.000,1,112,부산,釜山,Busan,1,73,0,1,3.28,1252,2020년 03월 25일 00시,2021-09-16 10:11:33.897
307,2020-03-25 09:00:00.000,92,6456,대구,大邱,Daegu,14,2659,14,0,264.97,1251,2020년 03월 25일 00시,2021-09-16 10:11:33.897
308,2020-03-25 09:00:00.000,0,42,인천,仁川,Incheon,1,8,0,1,1.42,1250,2020년 03월 25일 00시,2021-09-16 10:11:33.897
309,2020-03-25 09:00:00.000,0,19,광주,光州,Gwangju,0,11,0,0,1.30,1249,2020년 03월 25일 00시,2021-09-16 10:11:33.897
310,2020-03-25 09:00:00.000,0,24,대전,大田,Daejeon,0,6,0,0,1.63,1248,2020년 03월 25일 00시,2021-09-16 10:11:33.897
311,2020-03-25 09:00:00.000,0,37,울산,蔚山,Ulsan,1,17,0,1,3.23,1247,2020년 03월 25일 00시,2021-09-16 10:11:33.897
312,2020-03-25 09:00:00.000,0,44,세종,世宗,Sejong,2,2,1,1,12.85,1246,2020년 03월 25일 00시,2021-09-16 10:11:33.897
313,2020-03-25 09:00:00.000,4,387,경기,京畿,Gyeonggi-do,21,95,15,6,2.92,1245,2020년 03월 25일 00시,2021-09-16 10:11:33.897
314,2020-03-25 09:00:00.000,1,31,강원,江原,Gangwon-do,1,14,0,1,2.01,1244,2020년 03월 25일 00시,2021-09-16 10:11:33.897
315,2020-03-25 09:00:00.000,0,38,충북,忠北,Chungcheongbuk-do,0,12,0,0,2.38,1243,2020년 03월 25일 00시,2021-09-16 10:11:33.897
316,2020-03-25 09:00:00.000,0,123,충남,忠南,Chungcheongnam-do,3,65,2,1,5.80,1242,2020년 03월 25일 00시,2021-09-16 10:11:33.897
317,2020-03-25 09:00:00.000,0,10,전북,全北,Jeollabuk-do,0,7,0,0,0.55,1241,2020년 03월 25일 00시,2021-09-16 10:11:33.897
318,2020-03-25 09:00:00.000,0,8,전남,全南,Jeollanam-do,2,3,2,0,0.43,1240,2020년 03월 25일 00시,2021-09-16 10:11:33.897
319,2020-03-25 09:00:00.000,28,1262,경북,庆北,Gyeongsangbuk-do,5,514,4,1,47.40,1239,2020년 03월 25일 00시,2021-09-16 10:11:33.897
320,2020-03-25 09:00:00.000,0,90,경남,庆南,Gyeongsangnam-do,0,49,0,0,2.68,1238,2020년 03월 25일 00시,2021-09-16 10:11:33.897
321,2020-03-25 09:00:00.000,0,6,제주,济州,Jeju,2,3,0,2,0.89,1237,2020년 03월 25일 00시,2021-09-16 10:11:33.897
322,2020-03-25 09:00:00.000,0,101,검역,隔離區,Lazaretto,34,0,0,34,0.00,1236,2020년 03월 25일 00시,2021-09-16 10:11:33.897
323,2020-03-24 09:00:00.000,120,9037,합계,合计,Total,76,3396,46,30,17.43,1235,2020년 03월 24일 00시,2021-09-16 10:11:33.897
324,2020-03-24 09:00:00.000,0,334,서울,首尔,Seoul,4,67,1,3,3.43,1234,2020년 03월 24일 00시,2021-09-16 10:11:33.897
325,2020-03-24 09:00:00.000,1,111,부산,釜山,Busan,2,71,2,0,3.25,1233,2020년 03월 24일 00시,2021-09-16 10:11:33.897
326,2020-03-24 09:00:00.000,88,6442,대구,大邱,Daegu,31,2498,31,0,264.40,1232,2020년 03월 24일 00시,2021-09-16 10:11:33.897
327,2020-03-24 09:00:00.000,0,41,인천,仁川,Incheon,1,7,0,1,1.39,1231,2020년 03월 24일 00시,2021-09-16 10:11:33.897
328,2020-03-24 09:00:00.000,0,19,광주,光州,Gwangju,0,11,0,0,1.30,1230,2020년 03월 24일 00시,2021-09-16 10:11:33.897
329,2020-03-24 09:00:00.000,0,24,대전,大田,Daejeon,0,6,0,0,1.63,1229,2020년 03월 24일 00시,2021-09-16 10:11:33.897
330,2020-03-24 09:00:00.000,0,36,울산,蔚山,Ulsan,0,16,0,0,3.14,1228,2020년 03월 24일 00시,2021-09-16 10:11:33.897
331,2020-03-24 09:00:00.000,0,42,세종,世宗,Sejong,0,2,0,0,12.27,1227,2020년 03월 24일 00시,2021-09-16 10:11:33.897
332,2020-03-24 09:00:00.000,4,366,경기,京畿,Gyeonggi-do,15,91,9,6,2.76,1226,2020년 03월 24일 00시,2021-09-16 10:11:33.897
333,2020-03-24 09:00:00.000,1,30,강원,江原,Gangwon-do,0,13,0,0,1.95,1225,2020년 03월 24일 00시,2021-09-16 10:11:33.897
334,2020-03-24 09:00:00.000,0,38,충북,忠北,Chungcheongbuk-do,1,10,1,0,2.38,1224,2020년 03월 24일 00시,2021-09-16 10:11:33.897
335,2020-03-24 09:00:00.000,0,120,충남,忠南,Chungcheongnam-do,0,56,0,0,5.65,1223,2020년 03월 24일 00시,2021-09-16 10:11:33.897
336,2020-03-24 09:00:00.000,0,10,전북,全北,Jeollabuk-do,0,7,0,0,0.55,1222,2020년 03월 24일 00시,2021-09-16 10:11:33.897
337,2020-03-24 09:00:00.000,0,6,전남,全南,Jeollanam-do,0,3,0,0,0.32,1221,2020년 03월 24일 00시,2021-09-16 10:11:33.897
338,2020-03-24 09:00:00.000,26,1257,경북,庆北,Gyeongsangbuk-do,1,488,1,0,47.21,1220,2020년 03월 24일 00시,2021-09-16 10:11:33.897
339,2020-03-24 09:00:00.000,0,90,경남,庆南,Gyeongsangnam-do,1,47,1,0,2.68,1219,2020년 03월 24일 00시,2021-09-16 10:11:33.897
340,2020-03-24 09:00:00.000,0,4,제주,济州,Jeju,0,3,0,0,0.60,1218,2020년 03월 24일 00시,2021-09-16 10:11:33.897
341,2020-03-24 09:00:00.000,0,67,검역,隔離區,Lazaretto,20,0,0,20,0.00,1217,2020년 03월 24일 00시,2021-09-16 10:11:33.897
342,2020-03-23 09:00:00.000,111,8961,합계,合计,Total,64,3065,46,18,17.28,1216,2020년 03월 23일 00시,2021-09-16 10:11:33.897
343,2020-03-23 09:00:00.000,0,330,서울,首尔,Seoul,6,59,3,3,3.39,1215,2020년 03월 23일 00시,2021-09-16 10:11:33.897
344,2020-03-23 09:00:00.000,1,109,부산,釜山,Busan,1,71,1,0,3.19,1214,2020년 03월 23일 00시,2021-09-16 10:11:33.897
345,2020-03-23 09:00:00.000,82,6411,대구,大邱,Daegu,24,2240,24,0,263.12,1213,2020년 03월 23일 00시,2021-09-16 10:11:33.897
346,2020-03-23 09:00:00.000,0,40,인천,仁川,Incheon,0,7,0,0,1.35,1212,2020년 03월 23일 00시,2021-09-16 10:11:33.897
347,2020-03-23 09:00:00.000,0,19,광주,光州,Gwangju,0,10,0,0,1.30,1211,2020년 03월 23일 00시,2021-09-16 10:11:33.897
348,2020-03-23 09:00:00.000,0,24,대전,大田,Daejeon,0,6,0,0,1.63,1210,2020년 03월 23일 00시,2021-09-16 10:11:33.897
349,2020-03-23 09:00:00.000,0,36,울산,蔚山,Ulsan,0,15,0,0,3.14,1209,2020년 03월 23일 00시,2021-09-16 10:11:33.897
350,2020-03-23 09:00:00.000,0,42,세종,世宗,Sejong,1,2,1,0,12.27,1208,2020년 03월 23일 00시,2021-09-16 10:11:33.897
351,2020-03-23 09:00:00.000,3,351,경기,京畿,Gyeonggi-do,14,84,12,2,2.65,1207,2020년 03월 23일 00시,2021-09-16 10:11:33.897
352,2020-03-23 09:00:00.000,1,30,강원,江原,Gangwon-do,0,13,0,0,1.95,1206,2020년 03월 23일 00시,2021-09-16 10:11:33.897
353,2020-03-23 09:00:00.000,0,37,충북,忠北,Chungcheongbuk-do,2,8,2,0,2.31,1205,2020년 03월 23일 00시,2021-09-16 10:11:33.897
354,2020-03-23 09:00:00.000,0,120,충남,忠南,Chungcheongnam-do,0,44,0,0,5.65,1204,2020년 03월 23일 00시,2021-09-16 10:11:33.897
355,2020-03-23 09:00:00.000,0,10,전북,全北,Jeollabuk-do,0,7,0,0,0.55,1203,2020년 03월 23일 00시,2021-09-16 10:11:33.897
356,2020-03-23 09:00:00.000,0,6,전남,全南,Jeollanam-do,0,3,0,0,0.32,1202,2020년 03월 23일 00시,2021-09-16 10:11:33.897
357,2020-03-23 09:00:00.000,24,1256,경북,庆北,Gyeongsangbuk-do,2,449,2,0,47.17,1201,2020년 03월 23일 00시,2021-09-16 10:11:33.897
358,2020-03-23 09:00:00.000,0,89,경남,庆南,Gyeongsangnam-do,1,44,1,0,2.65,1200,2020년 03월 23일 00시,2021-09-16 10:11:33.897
359,2020-03-23 09:00:00.000,0,4,제주,济州,Jeju,0,3,0,0,0.60,1199,2020년 03월 23일 00시,2021-09-16 10:11:33.897
360,2020-03-23 09:00:00.000,0,47,검역,隔離區,Lazaretto,13,0,0,13,0.00,1198,2020년 03월 23일 00시,2021-09-16 10:11:33.897
361,2020-03-22 09:00:00.000,104,8897,합계,合计,Total,98,2817,77,21,17.16,1197,2020년 03월 22일 00시,2021-09-16 10:11:33.897
362,2020-03-22 09:00:00.000,0,324,서울,首尔,Seoul,10,59,7,3,3.33,1196,2020년 03월 22일 00시,2021-09-16 10:11:33.897
363,2020-03-22 09:00:00.000,1,108,부산,釜山,Busan,0,69,0,0,3.17,1195,2020년 03월 22일 00시,2021-09-16 10:11:33.897
364,2020-03-22 09:00:00.000,75,6387,대구,大邱,Daegu,43,2050,43,0,262.14,1194,2020년 03월 22일 00시,2021-09-16 10:11:33.897
365,2020-03-22 09:00:00.000,0,40,인천,仁川,Incheon,0,7,0,0,1.35,1193,2020년 03월 22일 00시,2021-09-16 10:11:33.897
366,2020-03-22 09:00:00.000,0,19,광주,光州,Gwangju,1,10,0,1,1.30,1192,2020년 03월 22일 00시,2021-09-16 10:11:33.897
367,2020-03-22 09:00:00.000,0,24,대전,大田,Daejeon,2,6,2,0,1.63,1191,2020년 03월 22일 00시,2021-09-16 10:11:33.897
368,2020-03-22 09:00:00.000,0,36,울산,蔚山,Ulsan,0,12,0,0,3.14,1190,2020년 03월 22일 00시,2021-09-16 10:11:33.897
369,2020-03-22 09:00:00.000,0,41,세종,世宗,Sejong,0,2,0,0,11.98,1189,2020년 03월 22일 00시,2021-09-16 10:11:33.897
370,2020-03-22 09:00:00.000,3,337,경기,京畿,Gyeonggi-do,16,77,12,4,2.54,1188,2020년 03월 22일 00시,2021-09-16 10:11:33.897
371,2020-03-22 09:00:00.000,1,30,강원,江原,Gangwon-do,0,12,0,0,1.95,1187,2020년 03월 22일 00시,2021-09-16 10:11:33.897
372,2020-03-22 09:00:00.000,0,35,충북,忠北,Chungcheongbuk-do,1,8,1,0,2.19,1186,2020년 03월 22일 00시,2021-09-16 10:11:33.897
373,2020-03-22 09:00:00.000,0,120,충남,忠南,Chungcheongnam-do,1,39,1,0,5.65,1185,2020년 03월 22일 00시,2021-09-16 10:11:33.897
374,2020-03-22 09:00:00.000,0,10,전북,全北,Jeollabuk-do,0,7,0,0,0.55,1184,2020년 03월 22일 00시,2021-09-16 10:11:33.897
375,2020-03-22 09:00:00.000,0,6,전남,全南,Jeollanam-do,1,3,0,1,0.32,1183,2020년 03월 22일 00시,2021-09-16 10:11:33.897
376,2020-03-22 09:00:00.000,24,1254,경북,庆北,Gyeongsangbuk-do,11,412,10,1,47.10,1182,2020년 03월 22일 00시,2021-09-16 10:11:33.897
377,2020-03-22 09:00:00.000,0,88,경남,庆南,Gyeongsangnam-do,1,41,1,0,2.62,1181,2020년 03월 22일 00시,2021-09-16 10:11:33.897
378,2020-03-22 09:00:00.000,0,4,제주,济州,Jeju,0,3,0,0,0.60,1180,2020년 03월 22일 00시,2021-09-16 10:11:33.897
379,2020-03-22 09:00:00.000,0,34,검역,隔離區,Lazaretto,11,0,0,11,0.00,1179,2020년 03월 22일 00시,2021-09-16 10:11:33.897
380,2020-03-21 09:00:00.000,102,8799,합계,合计,Total,147,2536,126,21,16.97,1178,2020년 03월 21일 00시,2021-09-16 10:11:33.897
381,2020-03-21 09:00:00.000,0,314,서울,首尔,Seoul,15,55,6,9,3.23,1177,2020년 03월 21일 00시,2021-09-16 10:11:33.897
382,2020-03-21 09:00:00.000,1,108,부산,釜山,Busan,0,69,0,0,3.17,1176,2020년 03월 21일 00시,2021-09-16 10:11:33.897
383,2020-03-21 09:00:00.000,73,6344,대구,大邱,Daegu,69,1832,69,0,260.37,1175,2020년 03월 21일 00시,2021-09-16 10:11:33.897
384,2020-03-21 09:00:00.000,0,40,인천,仁川,Incheon,4,6,1,3,1.35,1174,2020년 03월 21일 00시,2021-09-16 10:11:33.897
385,2020-03-21 09:00:00.000,0,18,광주,光州,Gwangju,0,9,0,0,1.24,1173,2020년 03월 21일 00시,2021-09-16 10:11:33.897
386,2020-03-21 09:00:00.000,0,22,대전,大田,Daejeon,0,6,0,0,1.49,1172,2020년 03월 21일 00시,2021-09-16 10:11:33.897
387,2020-03-21 09:00:00.000,0,36,울산,蔚山,Ulsan,0,11,0,0,3.14,1171,2020년 03월 21일 00시,2021-09-16 10:11:33.897
388,2020-03-21 09:00:00.000,0,41,세종,世宗,Sejong,0,0,0,0,11.98,1170,2020년 03월 21일 00시,2021-09-16 10:11:33.897
389,2020-03-21 09:00:00.000,3,321,경기,京畿,Gyeonggi-do,12,67,9,3,2.42,1169,2020년 03월 21일 00시,2021-09-16 10:11:33.897
390,2020-03-21 09:00:00.000,1,30,강원,江原,Gangwon-do,0,11,0,0,1.95,1168,2020년 03월 21일 00시,2021-09-16 10:11:33.897
391,2020-03-21 09:00:00.000,0,34,충북,忠北,Chungcheongbuk-do,1,7,1,0,2.13,1167,2020년 03월 21일 00시,2021-09-16 10:11:33.897
392,2020-03-21 09:00:00.000,0,119,충남,忠南,Chungcheongnam-do,0,37,0,0,5.61,1166,2020년 03월 21일 00시,2021-09-16 10:11:33.897
393,2020-03-21 09:00:00.000,0,10,전북,全北,Jeollabuk-do,0,7,0,0,0.55,1165,2020년 03월 21일 00시,2021-09-16 10:11:33.897
394,2020-03-21 09:00:00.000,0,5,전남,全南,Jeollanam-do,0,3,0,0,0.27,1164,2020년 03월 21일 00시,2021-09-16 10:11:33.897
395,2020-03-21 09:00:00.000,24,1243,경북,庆北,Gyeongsangbuk-do,40,375,40,0,46.69,1163,2020년 03월 21일 00시,2021-09-16 10:11:33.897
396,2020-03-21 09:00:00.000,0,87,경남,庆南,Gyeongsangnam-do,0,38,0,0,2.59,1162,2020년 03월 21일 00시,2021-09-16 10:11:33.897
397,2020-03-21 09:00:00.000,0,4,제주,济州,Jeju,0,3,0,0,0.60,1161,2020년 03월 21일 00시,2021-09-16 10:11:33.897
398,2020-03-21 09:00:00.000,0,23,검역,隔離區,Lazaretto,6,0,0,6,0.00,1160,2020년 03월 21일 00시,2021-09-16 10:11:33.897
399,2020-03-20 09:00:00.000,94,8652,합계,合计,Total,87,2173,73,14,16.69,1159,2020년 03월 20일 00시,2021-09-16 10:11:33.897
400,2020-03-20 09:00:00.000,0,299,서울,首尔,Seoul,17,54,12,5,3.07,1158,2020년 03월 20일 00시,2021-09-16 10:11:33.897
401,2020-03-20 09:00:00.000,1,108,부산,釜山,Busan,1,65,1,0,3.17,1157,2020년 03월 20일 00시,2021-09-16 10:11:33.897
402,2020-03-20 09:00:00.000,67,6275,대구,大邱,Daegu,34,1561,34,0,257.54,1156,2020년 03월 20일 00시,2021-09-16 10:11:33.897
403,2020-03-20 09:00:00.000,0,36,인천,仁川,Incheon,4,5,4,0,1.22,1155,2020년 03월 20일 00시,2021-09-16 10:11:33.897
404,2020-03-20 09:00:00.000,0,18,광주,光州,Gwangju,1,9,1,0,1.24,1154,2020년 03월 20일 00시,2021-09-16 10:11:33.897
405,2020-03-20 09:00:00.000,0,22,대전,大田,Daejeon,0,5,0,0,1.49,1153,2020년 03월 20일 00시,2021-09-16 10:11:33.897
406,2020-03-20 09:00:00.000,0,36,울산,蔚山,Ulsan,0,10,0,0,3.14,1152,2020년 03월 20일 00시,2021-09-16 10:11:33.897
407,2020-03-20 09:00:00.000,0,41,세종,世宗,Sejong,0,0,0,0,11.98,1151,2020년 03월 20일 00시,2021-09-16 10:11:33.897
408,2020-03-20 09:00:00.000,3,309,경기,京畿,Gyeonggi-do,14,63,7,7,2.33,1150,2020년 03월 20일 00시,2021-09-16 10:11:33.897
409,2020-03-20 09:00:00.000,1,30,강원,江原,Gangwon-do,0,11,0,0,1.95,1149,2020년 03월 20일 00시,2021-09-16 10:11:33.897
410,2020-03-20 09:00:00.000,0,33,충북,忠北,Chungcheongbuk-do,0,7,0,0,2.06,1148,2020년 03월 20일 00시,2021-09-16 10:11:33.897
411,2020-03-20 09:00:00.000,0,119,충남,忠南,Chungcheongnam-do,1,35,0,1,5.61,1147,2020년 03월 20일 00시,2021-09-16 10:11:33.897
412,2020-03-20 09:00:00.000,0,10,전북,全北,Jeollabuk-do,0,7,0,0,0.55,1146,2020년 03월 20일 00시,2021-09-16 10:11:33.897
413,2020-03-20 09:00:00.000,0,5,전남,全南,Jeollanam-do,0,3,0,0,0.27,1145,2020년 03월 20일 00시,2021-09-16 10:11:33.897
414,2020-03-20 09:00:00.000,22,1203,경북,庆北,Gyeongsangbuk-do,13,302,13,0,45.18,1144,2020년 03월 20일 00시,2021-09-16 10:11:33.897
415,2020-03-20 09:00:00.000,0,87,경남,庆南,Gyeongsangnam-do,1,34,1,0,2.59,1143,2020년 03월 20일 00시,2021-09-16 10:11:33.897
416,2020-03-20 09:00:00.000,0,4,제주,济州,Jeju,0,2,0,0,0.60,1142,2020년 03월 20일 00시,2021-09-16 10:11:33.897
417,2020-03-20 09:00:00.000,0,17,검역,隔離區,Lazaretto,1,0,0,1,0.00,1141,2020년 03월 20일 00시,2021-09-16 10:11:33.897
418,2020-03-19 09:00:00.000,91,8565,합계,合计,Total,152,1896,135,17,16.52,1140,2020년 03월 19일 00시,2021-09-16 10:11:33.897
419,2020-03-19 09:00:00.000,0,282,서울,首尔,Seoul,12,53,6,6,2.90,1139,2020년 03월 19일 00시,2021-09-16 10:11:33.897
420,2020-03-19 09:00:00.000,1,107,부산,釜山,Busan,0,63,0,0,3.14,1138,2020년 03월 19일 00시,2021-09-16 10:11:33.897
421,2020-03-19 09:00:00.000,65,6241,대구,大邱,Daegu,97,1327,97,0,256.15,1137,2020년 03월 19일 00시,2021-09-16 10:11:33.897
422,2020-03-19 09:00:00.000,0,32,인천,仁川,Incheon,0,5,0,0,1.08,1136,2020년 03월 19일 00시,2021-09-16 10:11:33.897
423,2020-03-19 09:00:00.000,0,17,광주,光州,Gwangju,0,9,0,0,1.17,1135,2020년 03월 19일 00시,2021-09-16 10:11:33.897
424,2020-03-19 09:00:00.000,0,22,대전,大田,Daejeon,0,5,0,0,1.49,1134,2020년 03월 19일 00시,2021-09-16 10:11:33.897
425,2020-03-19 09:00:00.000,0,36,울산,蔚山,Ulsan,6,10,3,3,3.14,1133,2020년 03월 19일 00시,2021-09-16 10:11:33.897
426,2020-03-19 09:00:00.000,0,41,세종,世宗,Sejong,0,0,0,0,11.98,1132,2020년 03월 19일 00시,2021-09-16 10:11:33.897
427,2020-03-19 09:00:00.000,3,295,경기,京畿,Gyeonggi-do,18,60,15,3,2.23,1131,2020년 03월 19일 00시,2021-09-16 10:11:33.897
428,2020-03-19 09:00:00.000,1,30,강원,江原,Gangwon-do,0,11,0,0,1.95,1130,2020년 03월 19일 00시,2021-09-16 10:11:33.897
429,2020-03-19 09:00:00.000,0,33,충북,忠北,Chungcheongbuk-do,1,7,1,0,2.06,1129,2020년 03월 19일 00시,2021-09-16 10:11:33.897
430,2020-03-19 09:00:00.000,0,118,충남,忠南,Chungcheongnam-do,0,34,0,0,5.56,1128,2020년 03월 19일 00시,2021-09-16 10:11:33.897
431,2020-03-19 09:00:00.000,0,10,전북,全北,Jeollabuk-do,1,6,1,0,0.55,1127,2020년 03월 19일 00시,2021-09-16 10:11:33.897
432,2020-03-19 09:00:00.000,0,5,전남,全南,Jeollanam-do,0,3,0,0,0.27,1126,2020년 03월 19일 00시,2021-09-16 10:11:33.897
433,2020-03-19 09:00:00.000,21,1190,경북,庆北,Gyeongsangbuk-do,12,269,12,0,44.69,1125,2020년 03월 19일 00시,2021-09-16 10:11:33.897
434,2020-03-19 09:00:00.000,0,86,경남,庆南,Gyeongsangnam-do,0,33,0,0,2.56,1124,2020년 03월 19일 00시,2021-09-16 10:11:33.897
435,2020-03-19 09:00:00.000,0,4,제주,济州,Jeju,0,1,0,0,0.60,1123,2020년 03월 19일 00시,2021-09-16 10:11:33.897
436,2020-03-19 09:00:00.000,0,16,검역,隔離區,Lazaretto,5,0,0,5,0.00,1122,2020년 03월 19일 00시,2021-09-16 10:11:33.897
437,2020-03-18 09:00:00.000,84,8413,합계,合计,Total,93,1498,80,13,16.23,1121,2020년 03월 18일 00시,2021-09-16 10:11:33.897
438,2020-03-18 09:00:00.000,0,270,서울,首尔,Seoul,5,51,4,1,2.77,1120,2020년 03월 18일 00시,2021-09-16 10:11:33.897
439,2020-03-18 09:00:00.000,1,107,부산,釜山,Busan,0,58,0,0,3.14,1119,2020년 03월 18일 00시,2021-09-16 10:11:33.897
440,2020-03-18 09:00:00.000,58,6144,대구,大邱,Daegu,46,1010,46,0,252.17,1118,2020년 03월 18일 00시,2021-09-16 10:11:33.897
441,2020-03-18 09:00:00.000,0,32,인천,仁川,Incheon,1,4,1,0,1.08,1117,2020년 03월 18일 00시,2021-09-16 10:11:33.897
